provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
ACEH,MAKANAN,PERDESAAN,2017,SEPTEMBER,346070.0,2500000.0,781155.0,14809
ACEH,MAKANAN,PERDESAAN,2018,MARET,353915.0,2700000.0,506656.0,13814
ACEH,MAKANAN,PERDESAAN,2018,MARET,353915.0,2700000.0,331248.0,13814
ACEH,MAKANAN,PERDESAAN,2018,MARET,353915.0,2700000.0,837905.0,13814
ACEH,MAKANAN,PERDESAAN,2018,SEPTEMBER,362463.0,2700000.0,506656.0,13814
ACEH,MAKANAN,PERDESAAN,2018,SEPTEMBER,362463.0,2700000.0,331248.0,13814
ACEH,MAKANAN,PERDESAAN,2018,SEPTEMBER,362463.0,2700000.0,837905.0,13814
ACEH,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,330958.0,2500000.0,529161.0,14809
ACEH,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,330958.0,2500000.0,373833.0,14809
ACEH,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,330958.0,2500000.0,902994.0,14809
ACEH,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,346552.0,2500000.0,529161.0,14809
ACEH,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,346552.0,2500000.0,373833.0,14809
ACEH,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,346552.0,2500000.0,902994.0,14809
ACEH,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,353291.0,2700000.0,547668.0,13814
ACEH,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,353291.0,2700000.0,426149.0,13814
ACEH,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,353291.0,2700000.0,973817.0,13814
ACEH,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,361835.0,2700000.0,547668.0,13814
ACEH,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,361835.0,2700000.0,426149.0,13814
ACEH,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,361835.0,2700000.0,973817.0,13814
ACEH,MAKANAN,PERKOTAAN,2019,MARET,364040.0,2916810.0,639421.0,15065
ACEH,MAKANAN,PERKOTAAN,2019,MARET,364040.0,2916810.0,640399.0,15065
ACEH,MAKANAN,PERKOTAAN,2019,MARET,364040.0,2916810.0,1279820.0,15065
ACEH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,377620.0,2916810.0,639421.0,15065
ACEH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,377620.0,2916810.0,640399.0,15065
ACEH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,377620.0,2916810.0,1279820.0,15065
ACEH,MAKANAN,PERKOTAAN,2020,MARET,398026.0,3165031.0,655222.0,18099
ACEH,MAKANAN,PERKOTAAN,2020,MARET,398026.0,3165031.0,704431.0,18099
ACEH,MAKANAN,PERKOTAAN,2020,MARET,398026.0,3165031.0,1359653.0,18099
ACEH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,399504.0,3165031.0,655222.0,18099
ACEH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,399504.0,3165031.0,704431.0,18099
ACEH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,399504.0,3165031.0,1359653.0,18099
ACEH,MAKANAN,PERDESAAN,2019,MARET,372626.0,2916810.0,520759.0,15065
ACEH,MAKANAN,PERDESAAN,2019,MARET,372626.0,2916810.0,334915.0,15065
ACEH,MAKANAN,PERDESAAN,2019,MARET,372626.0,2916810.0,855674.0,15065
ACEH,MAKANAN,PERDESAAN,2019,SEPTEMBER,387367.0,2916810.0,520759.0,15065
ACEH,MAKANAN,PERDESAAN,2019,SEPTEMBER,387367.0,2916810.0,334915.0,15065
ACEH,MAKANAN,PERDESAAN,2019,SEPTEMBER,387367.0,2916810.0,855674.0,15065
ACEH,MAKANAN,PERDESAAN,2020,MARET,396615.0,3165031.0,566947.0,18099
ACEH,MAKANAN,PERDESAAN,2020,MARET,396615.0,3165031.0,378673.0,18099
ACEH,MAKANAN,PERDESAAN,2020,MARET,396615.0,3165031.0,945621.0,18099
ACEH,MAKANAN,PERDESAAN,2020,SEPTEMBER,397816.0,3165031.0,566947.0,18099
ACEH,MAKANAN,PERDESAAN,2020,SEPTEMBER,397816.0,3165031.0,378673.0,18099
ACEH,MAKANAN,PERDESAAN,2020,SEPTEMBER,397816.0,3165031.0,945621.0,18099
ACEH,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,370093.0,2916810.0,559299.0,15065
ACEH,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,370093.0,2916810.0,434133.0,15065
ACEH,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,370093.0,2916810.0,993433.0,15065
ACEH,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,384381.0,2916810.0,559299.0,15065
ACEH,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,384381.0,2916810.0,434133.0,15065
ACEH,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,384381.0,2916810.0,993433.0,15065
ACEH,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,397032.0,3165031.0,595634.0,18099
ACEH,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,397032.0,3165031.0,484536.0,18099
ACEH,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,397032.0,3165031.0,1080171.0,18099
ACEH,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,398316.0,3165031.0,595634.0,18099
ACEH,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,398316.0,3165031.0,484536.0,18099
ACEH,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,398316.0,3165031.0,1080171.0,18099
ACEH,MAKANAN,PERKOTAAN,2021,MARET,418047.0,3165031.0,734401.0,17037
ACEH,MAKANAN,PERKOTAAN,2021,MARET,418047.0,3165031.0,724090.0,17037
ACEH,MAKANAN,PERKOTAAN,2021,MARET,418047.0,3165031.0,1458492.0,17037
ACEH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,426126.0,3165031.0,734401.0,17037
ACEH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,426126.0,3165031.0,724090.0,17037
ACEH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,426126.0,3165031.0,1458492.0,17037
ACEH,MAKANAN,PERKOTAAN,2022,MARET,448528.0,3166460.0,736172.0,16772
ACEH,MAKANAN,PERKOTAAN,2022,MARET,448528.0,3166460.0,716409.0,16772
ACEH,MAKANAN,PERKOTAAN,2022,MARET,448528.0,3166460.0,1452581.0,16772
ACEH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,481276.0,3166460.0,736172.0,16772
ACEH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,481276.0,3166460.0,716409.0,16772
ACEH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,481276.0,3166460.0,1452581.0,16772
ACEH,MAKANAN,PERDESAAN,2021,MARET,406917.0,3165031.0,597940.0,17037
ACEH,MAKANAN,PERDESAAN,2021,MARET,406917.0,3165031.0,378673.0,17037
ACEH,MAKANAN,PERDESAAN,2021,MARET,406917.0,3165031.0,976613.0,17037
ACEH,MAKANAN,PERDESAAN,2021,SEPTEMBER,414738.0,3165031.0,597940.0,17037
ACEH,MAKANAN,PERDESAAN,2021,SEPTEMBER,414738.0,3165031.0,378673.0,17037
ACEH,MAKANAN,PERDESAAN,2021,SEPTEMBER,414738.0,3165031.0,976613.0,17037
ACEH,MAKANAN,PERDESAAN,2022,MARET,434104.0,3166460.0,633566.0,16772
ACEH,MAKANAN,PERDESAAN,2022,MARET,434104.0,3166460.0,406040.0,16772
ACEH,MAKANAN,PERDESAAN,2022,MARET,434104.0,3166460.0,1039606.0,16772
ACEH,MAKANAN,PERDESAAN,2022,SEPTEMBER,462138.0,3166460.0,633566.0,16772
ACEH,MAKANAN,PERDESAAN,2022,SEPTEMBER,462138.0,3166460.0,406040.0,16772
ACEH,MAKANAN,PERDESAAN,2022,SEPTEMBER,462138.0,3166460.0,1039606.0,16772
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,410420.0,3165031.0,643591.0,17037
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,410420.0,3165031.0,494227.0,17037
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,410420.0,3165031.0,1137819.0,17037
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,418296.0,3165031.0,643591.0,17037
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,418296.0,3165031.0,494227.0,17037
ACEH,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,418296.0,3165031.0,1137819.0,17037
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,438658.0,3166460.0,668480.0,16772
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,438658.0,3166460.0,511651.0,16772
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,438658.0,3166460.0,1180132.0,16772
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,468255.0,3166460.0,668480.0,16772
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,468255.0,3166460.0,511651.0,16772
ACEH,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,468255.0,3166460.0,1180132.0,16772
ACEH,NONMAKANAN,PERKOTAAN,2015,MARET,116717.0,1900000.0,466355.0,11226
ACEH,NONMAKANAN,PERKOTAAN,2015,MARET,116717.0,1900000.0,529945.0,11226
ACEH,NONMAKANAN,PERKOTAAN,2015,MARET,116717.0,1900000.0,996300.0,11226
ACEH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,118196.0,1900000.0,466355.0,11226
ACEH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,118196.0,1900000.0,529945.0,11226
ACEH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,118196.0,1900000.0,996300.0,11226
ACEH,NONMAKANAN,PERKOTAAN,2016,MARET,121727.0,2118500.0,548853.0,13627
ACEH,NONMAKANAN,PERKOTAAN,2016,MARET,121727.0,2118500.0,559492.0,13627
ACEH,NONMAKANAN,PERKOTAAN,2016,MARET,121727.0,2118500.0,1108346.0,13627
ACEH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,125719.0,2118500.0,548853.0,13627
ACEH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,125719.0,2118500.0,559492.0,13627
ACEH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,125719.0,2118500.0,1108346.0,13627
ACEH,NONMAKANAN,PERDESAAN,2015,MARET,84638.0,1900000.0,395136.0,11226
ACEH,NONMAKANAN,PERDESAAN,2015,MARET,84638.0,1900000.0,260183.0,11226
ACEH,NONMAKANAN,PERDESAAN,2015,MARET,84638.0,1900000.0,655319.0,11226
ACEH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,87682.0,1900000.0,395136.0,11226
ACEH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,87682.0,1900000.0,260183.0,11226
ACEH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,87682.0,1900000.0,655319.0,11226
ACEH,NONMAKANAN,PERDESAAN,2016,MARET,88288.0,2118500.0,412251.0,13627
ACEH,NONMAKANAN,PERDESAAN,2016,MARET,88288.0,2118500.0,272829.0,13627
ACEH,NONMAKANAN,PERDESAAN,2016,MARET,88288.0,2118500.0,685080.0,13627
ACEH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,90972.0,2118500.0,412251.0,13627
ACEH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,90972.0,2118500.0,272829.0,13627
ACEH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,90972.0,2118500.0,685080.0,13627
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,93744.0,1900000.0,415354.0,11226
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,93744.0,1900000.0,336764.0,11226
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,93744.0,1900000.0,752118.0,11226
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,96344.0,1900000.0,415354.0,11226
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,96344.0,1900000.0,336764.0,11226
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,96344.0,1900000.0,752118.0,11226
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,98155.0,2118500.0,451952.0,13627
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,98155.0,2118500.0,356142.0,13627
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,98155.0,2118500.0,808094.0,13627
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,101217.0,2118500.0,451952.0,13627
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,101217.0,2118500.0,356142.0,13627
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,101217.0,2118500.0,808094.0,13627
ACEH,NONMAKANAN,PERKOTAAN,2017,MARET,127858.0,2500000.0,610732.0,14809
ACEH,NONMAKANAN,PERKOTAAN,2017,MARET,127858.0,2500000.0,576134.0,14809
ACEH,NONMAKANAN,PERKOTAAN,2017,MARET,127858.0,2500000.0,1186867.0,14809
ACEH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,132061.0,2500000.0,610732.0,14809
ACEH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,132061.0,2500000.0,576134.0,14809
ACEH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,132061.0,2500000.0,1186867.0,14809
ACEH,NONMAKANAN,PERKOTAAN,2018,MARET,134561.0,2700000.0,637432.0,13814
ACEH,NONMAKANAN,PERKOTAAN,2018,MARET,134561.0,2700000.0,633864.0,13814
ACEH,NONMAKANAN,PERKOTAAN,2018,MARET,134561.0,2700000.0,1271297.0,13814
ACEH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,136434.0,2700000.0,637432.0,13814
ACEH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,136434.0,2700000.0,633864.0,13814
ACEH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,136434.0,2700000.0,1271297.0,13814
ACEH,NONMAKANAN,PERDESAAN,2017,MARET,94463.0,2500000.0,494150.0,14809
ACEH,NONMAKANAN,PERDESAAN,2017,MARET,94463.0,2500000.0,287004.0,14809
ACEH,NONMAKANAN,PERDESAAN,2017,MARET,94463.0,2500000.0,781155.0,14809
ACEH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,96799.0,2500000.0,494150.0,14809
ACEH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,96799.0,2500000.0,287004.0,14809
ACEH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,96799.0,2500000.0,781155.0,14809
ACEH,NONMAKANAN,PERDESAAN,2018,MARET,100825.0,2700000.0,506656.0,13814
ACEH,NONMAKANAN,PERDESAAN,2018,MARET,100825.0,2700000.0,331248.0,13814
ACEH,NONMAKANAN,PERDESAAN,2018,MARET,100825.0,2700000.0,837905.0,13814
ACEH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,104778.0,2700000.0,506656.0,13814
ACEH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,104778.0,2700000.0,331248.0,13814
ACEH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,104778.0,2700000.0,837905.0,13814
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,104496.0,2500000.0,529161.0,14809
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,104496.0,2500000.0,373833.0,14809
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,104496.0,2500000.0,902994.0,14809
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,107572.0,2500000.0,529161.0,14809
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,107572.0,2500000.0,373833.0,14809
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,107572.0,2500000.0,902994.0,14809
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,111335.0,2700000.0,547668.0,13814
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,111335.0,2700000.0,426149.0,13814
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,111335.0,2700000.0,973817.0,13814
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,114830.0,2700000.0,547668.0,13814
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,114830.0,2700000.0,426149.0,13814
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,114830.0,2700000.0,973817.0,13814
ACEH,NONMAKANAN,PERKOTAAN,2019,MARET,137577.0,2916810.0,639421.0,15065
ACEH,NONMAKANAN,PERKOTAAN,2019,MARET,137577.0,2916810.0,640399.0,15065
ACEH,NONMAKANAN,PERKOTAAN,2019,MARET,137577.0,2916810.0,1279820.0,15065
ACEH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,140281.0,2916810.0,639421.0,15065
ACEH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,140281.0,2916810.0,640399.0,15065
ACEH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,140281.0,2916810.0,1279820.0,15065
ACEH,NONMAKANAN,PERKOTAAN,2020,MARET,143425.0,3165031.0,655222.0,18099
ACEH,NONMAKANAN,PERKOTAAN,2020,MARET,143425.0,3165031.0,704431.0,18099
ACEH,NONMAKANAN,PERKOTAAN,2020,MARET,143425.0,3165031.0,1359653.0,18099
ACEH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,144182.0,3165031.0,655222.0,18099
ACEH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,144182.0,3165031.0,704431.0,18099
ACEH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,144182.0,3165031.0,1359653.0,18099
ACEH,NONMAKANAN,PERDESAAN,2019,MARET,106943.0,2916810.0,520759.0,15065
ACEH,NONMAKANAN,PERDESAAN,2019,MARET,106943.0,2916810.0,334915.0,15065
ACEH,NONMAKANAN,PERDESAAN,2019,MARET,106943.0,2916810.0,855674.0,15065
ACEH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,110248.0,2916810.0,520759.0,15065
ACEH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,110248.0,2916810.0,334915.0,15065
ACEH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,110248.0,2916810.0,855674.0,15065
ACEH,NONMAKANAN,PERDESAAN,2020,MARET,116270.0,3165031.0,566947.0,18099
ACEH,NONMAKANAN,PERDESAAN,2020,MARET,116270.0,3165031.0,378673.0,18099
ACEH,NONMAKANAN,PERDESAAN,2020,MARET,116270.0,3165031.0,945621.0,18099
ACEH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,116847.0,3165031.0,566947.0,18099
ACEH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,116847.0,3165031.0,378673.0,18099
ACEH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,116847.0,3165031.0,945621.0,18099
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,116842.0,2916810.0,559299.0,15065
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,116842.0,2916810.0,434133.0,15065
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,116842.0,2916810.0,993433.0,15065
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,120033.0,2916810.0,559299.0,15065
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,120033.0,2916810.0,434133.0,15065
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,120033.0,2916810.0,993433.0,15065
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,125093.0,3165031.0,595634.0,18099
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,125093.0,3165031.0,484536.0,18099
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,125093.0,3165031.0,1080171.0,18099
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,125892.0,3165031.0,595634.0,18099
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,125892.0,3165031.0,484536.0,18099
ACEH,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,125892.0,3165031.0,1080171.0,18099
ACEH,NONMAKANAN,PERKOTAAN,2021,MARET,147729.0,3165031.0,734401.0,17037
ACEH,NONMAKANAN,PERKOTAAN,2021,MARET,147729.0,3165031.0,724090.0,17037
ACEH,NONMAKANAN,PERKOTAAN,2021,MARET,147729.0,3165031.0,1458492.0,17037
ACEH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,151144.0,3165031.0,734401.0,17037
ACEH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,151144.0,3165031.0,724090.0,17037
ACEH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,151144.0,3165031.0,1458492.0,17037
ACEH,NONMAKANAN,PERKOTAAN,2022,MARET,157867.0,3166460.0,736172.0,16772
ACEH,NONMAKANAN,PERKOTAAN,2022,MARET,157867.0,3166460.0,716409.0,16772
ACEH,NONMAKANAN,PERKOTAAN,2022,MARET,157867.0,3166460.0,1452581.0,16772
ACEH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,164956.0,3166460.0,736172.0,16772
ACEH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,164956.0,3166460.0,716409.0,16772
ACEH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,164956.0,3166460.0,1452581.0,16772
ACEH,NONMAKANAN,PERDESAAN,2021,MARET,122118.0,3165031.0,597940.0,17037
ACEH,NONMAKANAN,PERDESAAN,2021,MARET,122118.0,3165031.0,378673.0,17037
ACEH,NONMAKANAN,PERDESAAN,2021,MARET,122118.0,3165031.0,976613.0,17037
